Store code,the date,Number of sales,Unit cost,Selling price,Store code
1463473,07/01/2015,  1    ,  48    ,  44    ,
101462,08/01/2015,  5    ,  86    ,  89    ,
105426,08/01/2015,  1    ,  131    ,  162    ,
1125040,08/01/2015,  1    ,  80    ,  104    ,
1135618,08/01/2015,  1    ,  94    ,  104    ,
1136017,08/01/2015,  1    ,  80    ,  73    ,
1136019,08/01/2015,  3    ,  89    ,  99    ,
1140597,08/01/2015,  1    ,  160    ,  66    ,
1141563,08/01/2015,  2    ,  98    ,  109    ,
1143363,08/01/2015,  1    ,  57    ,  52    ,
1143366,08/01/2015,  1    ,  67    ,  68    ,
1143403,08/01/2015,  1    ,  80    ,  73    ,
1144844,08/01/2015,  1    ,  108    ,  146    ,
1145004,08/01/2015,  1    ,  48    ,  44    ,
1145299,08/01/2015,  2    ,  49    ,  52    ,
1145538,08/01/2015,  1    ,  57    ,  52    ,
1145678,08/01/2015,  1    ,  124    ,  172    ,
1147019,08/01/2015,  1    ,  69    ,  78    ,
1147091,08/01/2015,  1    ,  80    ,  73    ,
1147199,08/01/2015,  1    ,  67    ,  68    ,
1147554,08/01/2015,  1    ,  93    ,  130    ,
1149643,08/01/2015,  1    ,  66    ,  89    ,
1149718,08/01/2015,  1    ,  100    ,  115    ,
1151738,08/01/2015,  3    ,  55    ,  59    ,
1152049,08/01/2015,  1    ,  57    ,  52    ,
1153456,08/01/2015,  1    ,  57    ,  52    ,
1153461,08/01/2015,  1    ,  155    ,  154    ,
1153463,08/01/2015,  1    ,  72    ,  66    ,
1153467,08/01/2015,  1    ,  84    ,  94    ,
1153473,08/01/2015,  1    ,  80    ,  73    ,
1153474,08/01/2015,  1    ,  80    ,  77    ,
1153511,08/01/2015,  1    ,  87    ,  110    ,
1153519,08/01/2015,  2    ,  118    ,  138    ,
1153521,08/01/2015,  1    ,  80    ,  73    ,
1153524,08/01/2015,  1    ,  67    ,  68    ,
1153526,08/01/2015,  1    ,  41    ,  47    ,
1153527,08/01/2015,  1    ,  41    ,  47    ,
1153531,08/01/2015,  1    ,  72    ,  63    ,
1153532,08/01/2015,  1    ,  67    ,  63    ,
1153533,08/01/2015,  1    ,  67    ,  63    ,
1156629,08/01/2015,  1    ,  57    ,  55    ,
1160923,08/01/2015,  1    ,  48    ,  44    ,
1166091,08/01/2015,  1    ,  80    ,  77    ,
1166831,08/01/2015,  2    ,  69    ,  81    ,
1169861,08/01/2015,  1    ,  72    ,  63    ,
1172838,08/01/2015,  2    ,  95    ,  95    ,
1174680,08/01/2015,  1    ,  67    ,  71    ,
1178750,08/01/2015,  1    ,  80    ,  73    ,
1180626,08/01/2015,  2    ,  60    ,  53    ,
1181034,08/01/2015,  1    ,  67    ,  68    ,
1202418,08/01/2015,  1    ,  52    ,  57    ,
1225244,08/01/2015,  1    ,  41    ,  47    ,
1231645,08/01/2015,  2    ,  63    ,  81    ,
1232876,08/01/2015,  1    ,  57    ,  55    ,
1241545,08/01/2015,  3    ,  97    ,  102    ,
1269346,08/01/2015,  1    ,  74    ,  73    ,
1275785,08/01/2015,  1    ,  59    ,  73    ,
1275815,08/01/2015,  1    ,  54    ,  52    ,
1276755,08/01/2015,  3    ,  65    ,  59    ,
1287824,08/01/2015,  2    ,  62    ,  65    ,
1294511,08/01/2015,  1    ,  52    ,  57    ,
1294702,08/01/2015,  4    ,  68    ,  68    ,
1319605,08/01/2015,  2    ,  102    ,  122    ,
1333626,08/01/2015,  1    ,  80    ,  73    ,
1340370,08/01/2015,  2    ,  69    ,  65    ,
1343936,08/01/2015,  3    ,  60    ,  68    ,
1348733,08/01/2015,  1    ,  80    ,  73    ,
1363619,08/01/2015,  1    ,  108    ,  146    ,
1370669,08/01/2015,  3    ,  94    ,  116    ,
1380788,08/01/2015,  2    ,  64    ,  76    ,
1403429,08/01/2015,  2    ,  80    ,  83    ,
1456867,08/01/2015,  1    ,  121    ,  110    ,
1460642,08/01/2015,  1    ,  64    ,  57    ,
1463452,08/01/2015,  1    ,  155    ,  117    ,
1463471,08/01/2015,  1    ,  156    ,  172    ,
1478073,08/01/2015,  1    ,  87    ,  104    ,
1479073,08/01/2015,  1    ,  41    ,  47    ,
105122,09/01/2015,  2    ,  61    ,  58    ,
105426,09/01/2015,  2    ,  61    ,  58    ,
111687,09/01/2015,  1    ,  41    ,  42    ,
1125726,09/01/2015,  1    ,  80    ,  74    ,
1135618,09/01/2015,  1    ,  54    ,  74    ,
1136019,09/01/2015,  3    ,  74    ,  74    ,
1136020,09/01/2015,  1    ,  80    ,  74    ,
1140597,09/01/2015,  1    ,  57    ,  51    ,
1141563,09/01/2015,  2    ,  47    ,  50    ,
1141564,09/01/2015,  1    ,  41    ,  42    ,
1141565,09/01/2015,  1    ,  54    ,  53    ,
1141567,09/01/2015,  1    ,  80    ,  74    ,
1143361,09/01/2015,  2    ,  62    ,  72    ,
1143403,09/01/2015,  1    ,  41    ,  42    ,
1144844,09/01/2015,  1    ,  80    ,  74    ,
1144860,09/01/2015,  2    ,  47    ,  58    ,
1145000,09/01/2015,  2    ,  55    ,  61    ,
1145004,09/01/2015,  1    ,  41    ,  42    ,
1145005,09/01/2015,  1    ,  113    ,  149    ,
1145538,09/01/2015,  1    ,  57    ,  51    ,
1145678,09/01/2015,  1    ,  100    ,  127    ,
1147091,09/01/2015,  1    ,  69    ,  80    ,
1149711,09/01/2015,  3    ,  59    ,  64    ,
1151738,09/01/2015,  1    ,  41    ,  42    ,
1151862,09/01/2015,  1    ,  92    ,  106    ,
1152052,09/01/2015,  2    ,  84    ,  98    ,
1153456,09/01/2015,  1    ,  57    ,  51    ,
1153461,09/01/2015,  1    ,  57    ,  54    ,
1153463,09/01/2015,  1    ,  72    ,  73    ,
1153466,09/01/2015,  1    ,  93    ,  125    ,
1153467,09/01/2015,  2    ,  59    ,  74    ,
1153470,09/01/2015,  1    ,  131    ,  159    ,
1153519,09/01/2015,  4    ,  94    ,  96    ,
1153520,09/01/2015,  1    ,  72    ,  69    ,
1153521,09/01/2015,  1    ,  67    ,  69    ,
1153528,09/01/2015,  1    ,  156    ,  175    ,
1153531,09/01/2015,  1    ,  48    ,  45    ,
1153532,09/01/2015,  1    ,  41    ,  42    ,
1153533,09/01/2015,  1    ,  99    ,  125    ,
1153534,09/01/2015,  1    ,  60    ,  74    ,
1156629,09/01/2015,  1    ,  41    ,  50    ,
1158938,09/01/2015,  1    ,  67    ,  69    ,
1166831,09/01/2015,  1    ,  41    ,  45    ,
1172838,09/01/2015,  2    ,  44    ,  47    ,
1172849,09/01/2015,  1    ,  67    ,  69    ,
1176680,09/01/2015,  2    ,  76    ,  69    ,
1179050,09/01/2015,  1    ,  48    ,  45    ,
1186262,09/01/2015,  3    ,  50    ,  55    ,
1196175,09/01/2015,  2    ,  73    ,  74    ,
1196188,09/01/2015,  1    ,  94    ,  112    ,
1196189,09/01/2015,  1    ,  57    ,  54    ,
1202418,09/01/2015,  3    ,  54    ,  53    ,
1204285,09/01/2015,  1    ,  57    ,  51    ,
1204512,09/01/2015,  1    ,  74    ,  74    ,
1204518,09/01/2015,  1    ,  41    ,  42    ,
1221484,09/01/2015,  2    ,  71    ,  85    ,
1225244,09/01/2015,  1    ,  41    ,  42    ,
1225745,09/01/2015,  1    ,  54    ,  53    ,
1234443,09/01/2015,  1    ,  59    ,  79    ,
1241545,09/01/2015,  4    ,  41    ,  42    ,
1245775,09/01/2015,- 1    ,  54    ,  69    ,
1271440,09/01/2015,  1    ,  41    ,  42    ,
1276755,09/01/2015,  1    ,  75    ,  67    ,
1287824,09/01/2015,  1    ,  67    ,  69    ,
1294422,09/01/2015,  1    ,  65    ,  74    ,
1295811,09/01/2015,  3    ,  59    ,  67    ,
1319605,09/01/2015,  2    ,  57    ,  51    ,
1319633,09/01/2015,  1    ,  57    ,  51    ,
1340370,09/01/2015,  2    ,  100    ,  108    ,
1348733,09/01/2015,  1    ,  54    ,  74    ,
1356241,09/01/2015,  4    ,  58    ,  62    ,
1370669,09/01/2015,  4    ,  61    ,  58    ,
1398161,09/01/2015,  1    ,  84    ,  96    ,
1411640,09/01/2015,  1    ,  57    ,  51    ,
1423417,09/01/2015,  3    ,  63    ,  61    ,
1444116,09/01/2015,  2    ,  67    ,  90    ,
1456696,09/01/2015,  2    ,  66    ,  63    ,
1456867,09/01/2015,  1    ,  54    ,  79    ,
1460642,09/01/2015,  1    ,  82    ,  96    ,
1484789,09/01/2015,  1    ,  80    ,  74    ,
101462,10/01/2015,  3    ,  119    ,  127    ,
105122,10/01/2015,  1    ,  57    ,  52    ,
111687,10/01/2015,  1    ,  41    ,  43    ,
1136014,10/01/2015,  1    ,  69    ,  80    ,
1136017,10/01/2015,  3    ,  70    ,  73    ,
1136019,10/01/2015,  1    ,  100    ,  128    ,
1141567,10/01/2015,  1    ,  80    ,  75    ,
1143366,10/01/2015,  1    ,  48    ,  45    ,
1145000,10/01/2015,  1    ,  72    ,  69    ,
1145004,10/01/2015,  3    ,  54    ,  53    ,
1145540,10/01/2015,  4    ,  61    ,  73    ,
1145678,10/01/2015,  1    ,  80    ,  75    ,
1147019,10/01/2015,  2    ,  70    ,  75    ,
1147091,10/01/2015,  1    ,  119    ,  84    ,
1147105,10/01/2015,  1    ,  57    ,  52    ,
1147541,10/01/2015,  2    ,  49    ,  47    ,
1147554,10/01/2015,  1    ,  41    ,  43    ,
1149643,10/01/2015,  1    ,  69    ,  80    ,
1149710,10/01/2015,  1    ,  72    ,  69    ,
1149711,10/01/2015,  1    ,  41    ,  43    ,
1151738,10/01/2015,  2    ,  47    ,  51    ,
1151862,10/01/2015,  2    ,  90    ,  109    ,
1153461,10/01/2015,  2    ,  68    ,  74    ,
1153471,10/01/2015,  1    ,  41    ,  45    ,
1153519,10/01/2015,  1    ,  72    ,  69    ,
1153521,10/01/2015,  2    ,  63    ,  53    ,
1153524,10/01/2015,  1    ,  67    ,  69    ,
1153525,10/01/2015,  1    ,  80    ,  107    ,
1153528,10/01/2015,  1    ,  41    ,  43    ,
1153533,10/01/2015,  1    ,  80    ,  75    ,
1156629,10/01/2015,  1    ,  75    ,  71    ,
1156658,10/01/2015,  2    ,  41    ,  45    ,
1161888,10/01/2015,  1    ,  80    ,  80    ,
1171771,10/01/2015,  1    ,  67    ,  73    ,
1172591,10/01/2015,  1    ,  67    ,  69    ,
1172838,10/01/2015,  1    ,  84    ,  101    ,
1178717,10/01/2015,  1    ,  67    ,  69    ,
1181034,10/01/2015,  1    ,  57    ,  52    ,
1181434,10/01/2015,  1    ,  93    ,  133    ,
1184404,10/01/2015,  1    ,  41    ,  43    ,
1202418,10/01/2015,  2    ,  66    ,  67    ,
1204285,10/01/2015,  1    ,  41    ,  43    ,
1204512,10/01/2015,  1    ,  48    ,  45    ,
1221484,10/01/2015,  1    ,  41    ,  43    ,
1225745,10/01/2015,  1    ,  54    ,  53    ,
1226705,10/01/2015,  2    ,  50    ,  62    ,
1231645,10/01/2015,  1    ,  67    ,  69    ,
1234443,10/01/2015,  2    ,  47    ,  62    ,
1241545,10/01/2015,  3    ,  75    ,  73    ,
1269345,10/01/2015,  1    ,  69    ,  80    ,
1275785,10/01/2015,  3    ,  67    ,  75    ,
1276755,10/01/2015,  7    ,  60    ,  62    ,
1294422,10/01/2015,  3    ,  57    ,  64    ,
1295811,10/01/2015,  1    ,  57    ,  52    ,
1305313,10/01/2015,  1    ,  80    ,  107    ,
1316043,10/01/2015,  1    ,  66    ,  91    ,
1319593,10/01/2015,  1    ,  100    ,  128    ,
1319605,10/01/2015,  2    ,  57    ,  52    ,
1319633,10/01/2015,  1    ,  121    ,  133    ,
1343936,10/01/2015,  3    ,  83    ,  98    ,
1345915,10/01/2015,  3    ,  68    ,  78    ,
1348733,10/01/2015,  1    ,  59    ,  75    ,
1356241,10/01/2015,  1    ,  57    ,  52    ,
1363619,10/01/2015,  2    ,  56    ,  56    ,
1370669,10/01/2015,  1    ,  75    ,  67    ,
1398161,10/01/2015,  1    ,  57    ,  52    ,
1411640,10/01/2015,  1    ,  54    ,  53    ,
1423417,10/01/2015,  3    ,  61    ,  61    ,
1429125,10/01/2015,  2    ,  41    ,  43    ,
1455486,10/01/2015,  1    ,  54    ,  75    ,
1456867,10/01/2015,  2    ,  59    ,  68    ,
1458711,10/01/2015,  2    ,  54    ,  56    ,
1460649,10/01/2015,  1    ,  54    ,  75    ,
1463471,10/01/2015,  1    ,  54    ,  75    ,
1463473,10/01/2015,  4    ,  75    ,  91    ,
1479073,10/01/2015,  1    ,  41    ,  43    ,
1484789,10/01/2015,  1    ,  41    ,  43    ,
1125039,11/01/2015,  1    ,  75    ,  67    ,
1136017,11/01/2015,  2    ,  56    ,  56    ,
1136019,11/01/2015,  1    ,  64    ,  96    ,
1136020,11/01/2015,  2    ,  48    ,  45    ,
1138567,11/01/2015,  1    ,  74    ,  75    ,
1139627,11/01/2015,  2    ,  58    ,  55    ,
1141327,11/01/2015,  1    ,  72    ,  74    ,
1141563,11/01/2015,  7    ,  76    ,  84    ,
1141564,11/01/2015,  1    ,  54    ,  53    ,
1141565,11/01/2015,  3    ,  66    ,  67    ,
1143361,11/01/2015,  1    ,  80    ,  75    ,
1143363,11/01/2015,  1    ,  106    ,  100    ,
1143366,11/01/2015,  2    ,  69    ,  63    ,
1144860,11/01/2015,  3    ,  79    ,  92    ,
1145005,11/01/2015,  1    ,  48    ,  53    ,
1145299,11/01/2015,  1    ,  57    ,  54    ,
1145540,11/01/2015,  1    ,  41    ,  43    ,
1145678,11/01/2015,  1    ,  69    ,  80    ,
1147019,11/01/2015,  2    ,  64    ,  75    ,
1149711,11/01/2015,  1    ,  92    ,  107    ,
1151738,11/01/2015,  2    ,  41    ,  43    ,
1151862,11/01/2015,  2    ,  59    ,  58    ,
1152052,11/01/2015,  1    ,  113    ,  149    ,
1152210,11/01/2015,  1    ,  80    ,  75    ,
1153456,11/01/2015,  1    ,  41    ,  43    ,
1153466,11/01/2015,  1    ,  121    ,  125    ,
1153511,11/01/2015,  1    ,  75    ,  71    ,
1153515,11/01/2015,  2    ,  62    ,  61    ,
1153518,11/01/2015,  2    ,  53    ,  67    ,
1153519,11/01/2015,  2    ,  125    ,  155    ,
1153520,11/01/2015,  1    ,  67    ,  69    ,
1153521,11/01/2015,  2    ,  88    ,  98    ,
1153527,11/01/2015,  2    ,  80    ,  88    ,
1153528,11/01/2015,  2    ,  61    ,  59    ,
1153531,11/01/2015,  2    ,  44    ,  44    ,
1156629,11/01/2015,  1    ,  67    ,  73    ,
1156658,11/01/2015,  1    ,  84    ,  101    ,
1163232,11/01/2015,  1    ,  178    ,  118    ,
1166831,11/01/2015,  2    ,  41    ,  45    ,
1168831,11/01/2015,  3    ,  51    ,  52    ,
1172838,11/01/2015,  1    ,  80    ,  79    ,
1178717,11/01/2015,  1    ,  67    ,  69    ,
1178750,11/01/2015,  1    ,  41    ,  43    ,
1179050,11/01/2015,  2    ,  64    ,  75    ,
1186262,11/01/2015,  1    ,  69    ,  80    ,
1196175,11/01/2015,  3    ,  79    ,  98    ,
1196189,11/01/2015,  1    ,  48    ,  48    ,
1202418,11/01/2015,  1    ,  52    ,  59    ,
1204512,11/01/2015,  1    ,  82    ,  82    ,
1221484,11/01/2015,  1    ,  72    ,  69    ,
1225745,11/01/2015,  2    ,  63    ,  61    ,
1241545,11/01/2015,  3    ,  89    ,  84    ,
1267455,11/01/2015,  1    ,  48    ,  45    ,
1271440,11/01/2015,  1    ,  41    ,  43    ,
1275785,11/01/2015,  1    ,  67    ,  69    ,
1276755,11/01/2015,  4    ,  63    ,  61    ,
1294702,11/01/2015,  6    ,  82    ,  103    ,
1305313,11/01/2015,  2    ,  71    ,  74    ,
1310523,11/01/2015,  2    ,  128    ,  152    ,
1316043,11/01/2015,  1    ,  92    ,  107    ,
1319593,11/01/2015,  1    ,  100    ,  128    ,
1319633,11/01/2015,  2    ,  54    ,  53    ,
1343936,11/01/2015,  1    ,  84    ,  96    ,
1348033,11/01/2015,  1    ,  69    ,  80    ,
1356241,11/01/2015,  1    ,  48    ,  45    ,
1363619,11/01/2015,  3    ,  74    ,  82    ,
1370669,11/01/2015,  1    ,  59    ,  75    ,
1372999,11/01/2015,  3    ,  65    ,  80    ,
1380788,11/01/2015,  2    ,  85    ,  105    ,
1403429,11/01/2015,  2    ,  106    ,  117    ,
1411640,11/01/2015,  1    ,  92    ,  107    ,
1423417,11/01/2015,  2    ,  44    ,  48    ,
1423426,11/01/2015,  1    ,  57    ,  52    ,
1434555,11/01/2015,  1    ,  69    ,  80    ,
1456696,11/01/2015,  1    ,  74    ,  75    ,
1458711,11/01/2015,  1    ,  48    ,  45    ,
1460649,11/01/2015,  4    ,  78    ,  79    ,
1463048,11/01/2015,  1    ,  54    ,  75    ,
1463473,11/01/2015,  2    ,  65    ,  60    ,
1479073,11/01/2015,  1    ,  41    ,  43    ,
1484789,11/01/2015,  1    ,  41    ,  43    ,
1125039,12/01/2015,  1    ,  59    ,  75    ,
1125040,12/01/2015,  1    ,  41    ,  43    ,
1136014,12/01/2015,  1    ,  48    ,  45    ,
1136019,12/01/2015,  2    ,  69    ,  63    ,
1141563,12/01/2015,  5    ,  76    ,  80    ,
1141567,12/01/2015,  2    ,  48    ,  45    ,
1143361,12/01/2015,  1    ,  80    ,  75    ,
1143363,12/01/2015,  2    ,  41    ,  43    ,
1143403,12/01/2015,  1    ,  67    ,  69    ,
1145004,12/01/2015,  2    ,  67    ,  88    ,
1145347,12/01/2015,  1    ,  57    ,  52    ,
1145678,12/01/2015,  3    ,  83    ,  90    ,
1147528,12/01/2015,  1    ,  57    ,  52    ,
1147554,12/01/2015,  1    ,  57    ,  52    ,
1149710,12/01/2015,  2    ,  86    ,  101    ,
1151738,12/01/2015,  2    ,  47    ,  59    ,
1151862,12/01/2015,  1    ,  87    ,  107    ,
1152210,12/01/2015,  1    ,  41    ,  43    ,
1153456,12/01/2015,  1    ,  41    ,  43    ,
1153460,12/01/2015,  1    ,  57    ,  54    ,
1153471,12/01/2015,  4    ,  74    ,  75    ,
1153521,12/01/2015,  1    ,  57    ,  52    ,
1153524,12/01/2015,  1    ,  113    ,  149    ,
1153527,12/01/2015,  2    ,  73    ,  91    ,
1156658,12/01/2015,  1    ,  108    ,  154    ,
1166831,12/01/2015,  1    ,  69    ,  83    ,
1168831,12/01/2015,  1    ,  41    ,  43    ,
1176680,12/01/2015,  1    ,  92    ,  107    ,
1196188,12/01/2015,  1    ,  67    ,  73    ,
1196189,12/01/2015,  1    ,  100    ,  132    ,
1202418,12/01/2015,  1    ,  54    ,  75    ,
1226705,12/01/2015,  1    ,  75    ,  71    ,
1234443,12/01/2015,  1    ,  54    ,  79    ,
1241545,12/01/2015,  1    ,  80    ,  75    ,
1245775,12/01/2015,  1    ,  87    ,  107    ,
1267455,12/01/2015,  5    ,  41    ,  43    ,
1269345,12/01/2015,  2    ,  75    ,  96    ,
1275785,12/01/2015,  1    ,  99    ,  133    ,
1276755,12/01/2015,  2    ,  62    ,  61    ,
1279631,12/01/2015,  1    ,  80    ,  75    ,
1294432,12/01/2015,  1    ,  57    ,  52    ,
1294702,12/01/2015,  2    ,  81    ,  88    ,
1310523,12/01/2015,  1    ,  57    ,  52    ,
1316043,12/01/2015,  1    ,  54    ,  75    ,
1319605,12/01/2015,  1    ,  80    ,  75    ,
1343936,12/01/2015,  2    ,  125    ,  155    ,
1345915,12/01/2015,  1    ,  41    ,  43    ,
1348033,12/01/2015,  1    ,  69    ,  80    ,
1363619,12/01/2015,  1    ,  41    ,  43    ,
1370669,12/01/2015,  2    ,  47    ,  59    ,
1398161,12/01/2015,  2    ,  56    ,  56    ,
1403429,12/01/2015,  2    ,  64    ,  75    ,
1411640,12/01/2015,  2    ,  89    ,  93    ,
1423417,12/01/2015,  3    ,  63    ,  72    ,
1423426,12/01/2015,  1    ,  48    ,  45    ,
1434555,12/01/2015,  1    ,  57    ,  52    ,
1444116,12/01/2015,  3    ,  45    ,  52    ,
1457717,12/01/2015,  2    ,  93    ,  107    ,
1460649,12/01/2015,  1    ,  57    ,  52    ,
1463048,12/01/2015,  1    ,  72    ,  69    ,
1463471,12/01/2015,  1    ,  41    ,  43    ,
101462,13/01/2015,  6    ,  47    ,  49    ,
105122,13/01/2015,  1    ,  41    ,  42    ,
111687,13/01/2015,  1    ,  41    ,  42    ,
1125039,13/01/2015,  1    ,  41    ,  42    ,
1136014,13/01/2015,  3    ,  70    ,  83    ,
1136017,13/01/2015,  6    ,  62    ,  67    ,
1138567,13/01/2015,  1    ,  57    ,  51    ,
1139627,13/01/2015,  1    ,  41    ,  42    ,
1140597,13/01/2015,  1    ,  67    ,  69    ,
1141563,13/01/2015,  2    ,  41    ,  42    ,
1141564,13/01/2015,  1    ,  156    ,  175    ,
1141567,13/01/2015,  1    ,  41    ,  42    ,
1143363,13/01/2015,  2    ,  65    ,  60    ,
1143366,13/01/2015,  2    ,  77    ,  90    ,
1143403,13/01/2015,  3    ,  55    ,  57    ,
1143405,13/01/2015,  2    ,  47    ,  58    ,
1144844,13/01/2015,  2    ,  41    ,  42    ,
1144860,13/01/2015,  1    ,  41    ,  42    ,
1145000,13/01/2015,  1    ,  41    ,  42    ,
1145005,13/01/2015,  1    ,  41    ,  42    ,
1145538,13/01/2015,  1    ,  72    ,  69    ,
1145540,13/01/2015,  1    ,  80    ,  74    ,
1147091,13/01/2015,  4    ,  49    ,  48    ,
1147105,13/01/2015,  2    ,  57    ,  51    ,
1149710,13/01/2015,  1    ,  54    ,  74    ,
1149714,13/01/2015,  1    ,  66    ,  90    ,
1151862,13/01/2015,  1    ,  126    ,  125    ,
1152049,13/01/2015,  1    ,  57    ,  51    ,
1153456,13/01/2015,  2    ,  69    ,  63    ,
1153463,13/01/2015,  1    ,  57    ,  54    ,
1153469,13/01/2015,  1    ,  87    ,  98    ,
1153471,13/01/2015,  1    ,  80    ,  78    ,
1153520,13/01/2015,  2    ,  49    ,  48    ,
1153525,13/01/2015,  2    ,  54    ,  66    ,
1153526,13/01/2015,  1    ,  69    ,  79    ,
1153528,13/01/2015,  1    ,  41    ,  42    ,
1153533,13/01/2015,  1    ,  156    ,  167    ,
1153534,13/01/2015,  1    ,  59    ,  37    ,
1156658,13/01/2015,  1    ,  80    ,  78    ,
1159778,13/01/2015,  1    ,  93    ,  132    ,
1163232,13/01/2015,  1    ,  69    ,  79    ,
1166831,13/01/2015,  1    ,  57    ,  54    ,
1168831,13/01/2015,  1    ,  108    ,  148    ,
1170701,13/01/2015,  1    ,  93    ,  132    ,
1171771,13/01/2015,  2    ,  54    ,  69    ,
1172591,13/01/2015,  1    ,  41    ,  42    ,
1172838,13/01/2015,  1    ,  41    ,  45    ,
1173031,13/01/2015,  2    ,  71    ,  71    ,
1179050,13/01/2015,  1    ,  72    ,  69    ,
1181034,13/01/2015,  2    ,  70    ,  89    ,
1181434,13/01/2015,  2    ,  70    ,  79    ,
1184404,13/01/2015,  1    ,  57    ,  51    ,
1186262,13/01/2015,  1    ,  41    ,  42    ,
1196189,13/01/2015,  1    ,  57    ,  54    ,
1204285,13/01/2015,  1    ,  41    ,  42    ,
1204512,13/01/2015,  1    ,  72    ,  69    ,
1216328,13/01/2015,  1    ,  94    ,  106    ,
1225244,13/01/2015,  2    ,  56    ,  69    ,
1226705,13/01/2015,  2    ,  54    ,  69    ,
1231645,13/01/2015,  2    ,  49    ,  56    ,
1232876,13/01/2015,  1    ,  67    ,  73    ,
1241545,13/01/2015,  2    ,  41    ,  42    ,
1245775,13/01/2015,  1    ,  69    ,  79    ,
1269345,13/01/2015,  1    ,  57    ,  51    ,
1271440,13/01/2015,  1    ,  41    ,  42    ,
1276755,13/01/2015,  1    ,  57    ,  51    ,
1276765,13/01/2015,  2    ,  41    ,  42    ,
1287824,13/01/2015,  1    ,  72    ,  95    ,
1294432,13/01/2015,  1    ,  80    ,  74    ,
1294511,13/01/2015,  1    ,  67    ,  69    ,
1316043,13/01/2015,  2    ,  60    ,  82    ,
1319593,13/01/2015,  1    ,  54    ,  53    ,
1319633,13/01/2015,  1    ,  75    ,  48    ,
1343936,13/01/2015,  2    ,  71    ,  85    ,
1370669,13/01/2015,  2    ,  99    ,  108    ,
1372999,13/01/2015,  2    ,  58    ,  58    ,
1380788,13/01/2015,  2    ,  62    ,  60    ,
